"Year","Month","site","mean_temp_c","max_temp_c","min_temp_c"
2013,9,"SCDI",17.4343,19.722,13.257
2013,9,"SCTW",18.2127,20.198,15.175
2013,10,"AHND",16.5778,18.747,13.064
2013,10,"AQUE",16.7115,18.699,12.606
2013,10,"BULL",16.4726,18.557,13.04
2013,10,"SCDI",17.2072,18.557,13.209
2013,10,"SCTW",17.5136,18.723,14.433
2013,11,"AHND",16.042,17.415,13.088
2013,11,"AQUE",16.145,17.391,13.329
2013,11,"BULL",15.8446,17.51,14.002
2013,11,"SCDI",16.3908,17.534,13.016
2013,11,"SCTW",16.4631,17.558,14.505
2013,12,"AHND",14.5309,16.225,12.606
2013,12,"AQUE",14.5551,16.225,12.485
2013,12,"BULL",14.3586,16.296,12.896
2013,12,"SCDI",14.4264,16.153,12.268
2013,12,"SCTW",14.4543,16.177,12.171
2014,1,"ABUR",20.4446,33.704,19.365
2014,1,"AHND",15.1426,16.153,13.834
2014,1,"AQUE",15.2089,16.01,13.978
2014,1,"BULL",14.9734,15.843,13.834
2014,1,"CARP",15.823,16.082,15.581
2014,1,"GOLB",15.5301,16.106,15.079
2014,1,"IVEE",15.3027,15.819,14.96
2014,1,"MOHK",20.4928,22.657,13.882
2014,1,"NAPL",15.2878,15.843,14.433
2014,1,"SCDI",14.6144,15.39,13.209
2014,1,"SCTW",14.6655,15.414,13.738
2014,2,"ABUR",15.1086,21.581,12.098
2014,2,"AHND",14.3127,15.438,12.968
2014,2,"AQUE",14.4178,15.438,13.112
2014,2,"BULL",14.0696,15.461,12.799
2014,2,"CARP",14.9981,15.939,13.738
2014,2,"GOLB",14.8013,15.843,13.257
2014,2,"IVEE",14.4336,15.223,13.04
2014,2,"MOHK",15.2251,21.485,13.594
2014,2,"NAPL",14.4943,15.366,13.185
2014,2,"SCDI",13.8383,14.912,11.88
2014,2,"SCTW",13.9373,14.936,12.243
2014,3,"ABUR",14.7887,16.892,11.127
2014,3,"AHND",14.3485,16.82,10.712
2014,3,"AQUE",14.4727,16.868,10.614
2014,3,"BULL",14.0906,16.511,10.761
2014,3,"CARP",15.3857,17.13,11.953
2014,3,"GOLB",15.0566,17.486,11.273
2014,3,"IVEE",18.3155,38.449,8.99
2014,3,"MOHK",15.1141,17.296,11.37
2014,3,"NAPL",14.6999,16.701,11.175
2014,3,"SCDI",14.3192,15.39,12.871
2014,3,"SCTW",14.514,15.676,12.823
2014,4,"ABUR",12.5428,15.819,10.443
2014,4,"AHND",12.2962,15.461,10.075
2014,4,"AQUE",12.4617,15.247,10.247
2014,4,"BULL",12.1174,14.697,10.001
2014,4,"CARP",13.3028,16.415,11.053
2014,4,"GOLB",13.0226,16.32,10.443
2014,4,"IVEE",14.8183,22.321,10.345
2014,4,"MOHK",12.9866,16.392,10.418
2014,4,"NAPL",12.4208,15.366,10.369
2014,4,"SCDI",13.2079,14.337,11.904
2014,4,"SCTW",13.4148,14.601,12.413
2014,5,"ABUR",13.9346,17.819,10.467
2014,5,"AHND",12.2635,13.522,11.346
2014,5,"AQUE",13.5875,17.415,10.173
2014,5,"BULL",13.053,16.344,10.418
2014,5,"CARP",15.0391,18.152,11.321
2014,5,"GOLB",14.4368,17.486,10.638
2014,5,"IVEE",13.5708,16.892,10.345
2014,5,"MOHK",14.4991,18.081,10.565
2014,5,"NAPL",13.7857,18.057,10.834
2014,5,"SCDI",13.9336,17.153,11.759
2014,5,"SCTW",14.2627,17.677,11.88
2014,6,"ABUR",16.1299,20.936,13.329
2014,6,"AQUE",16.6106,20.222,12.654
2014,6,"BULL",15.6819,19.746,12.195
2014,6,"CARP",17.0399,21.27,14.17
2014,6,"GOLB",16.6949,20.984,14.002
2014,6,"IVEE",15.6389,20.174,12.944
2014,6,"MOHK",16.8733,21.366,13.954
2014,6,"NAPL",16.3883,20.007,12.703
2014,6,"SCDI",15.6087,17.034,13.978
2014,6,"SCTW",16.1395,18.057,14.218
2014,7,"ABUR",18.1227,20.96,14.314
2014,7,"AHND",17.6745,20.96,14.146
2014,7,"AQUE",18.4248,20.793,14.84
2014,7,"BULL",17.8048,20.674,12.968
2014,7,"CARP",18.7278,21.533,15.366
2014,7,"GOLB",18.9998,21.032,16.606
2014,7,"IVEE",17.563,20.079,15.175
2014,7,"MOHK",18.8701,21.628,15.581
2014,7,"NAPL",18.5995,20.793,14.529
2014,7,"SCDI",19.4539,21.246,15.199
2014,7,"SCTW",20.0396,21.413,16.558
2014,8,"ABUR",16.7191,19.77,14.122
2014,8,"AHND",17.2999,19.651,14.002
2014,8,"AQUE",17.6051,19.841,14.05
2014,8,"BULL",17.1173,19.508,14.17
2014,8,"CARP",17.3475,20.222,14.816
2014,8,"GOLB",17.5617,19.817,15.127
2014,8,"IVEE",16.4387,19.08,14.29
2014,8,"MOHK",17.3427,20.269,14.649
2014,8,"NAPL",17.3553,19.722,14.84
2014,9,"ABUR",17.9714,21.246,14.553
2014,9,"AHND",17.7453,20.674,13.594
2014,9,"AQUE",18.0217,20.889,13.858
2014,9,"BULL",17.2449,20.055,13.762
2014,9,"CARP",18.7916,20.746,16.32
2014,9,"GOLB",18.661,21.772,15.031
2014,9,"IVEE",17.5851,19.865,14.17
2014,9,"MOHK",18.5815,21.366,15.294
2014,9,"NAPL",18.2579,20.984,14.242
2014,10,"ABUR",20.0046,22.393,16.487
2014,10,"AHND",19.2677,22.13,15.103
2014,10,"AQUE",19.5632,22.034,15.223
2014,10,"BULL",19.1992,21.843,14.481
2014,10,"CARP",20.5982,22.369,18.295
2014,10,"GOLB",20.3736,22.154,17.368
2014,10,"IVEE",19.7072,21.843,16.225
2014,10,"MOHK",20.3621,22.274,17.082
2014,10,"NAPL",19.7698,21.987,16.392
2014,11,"ABUR",18.3241,19.222,15.963
2014,11,"AHND",18.082,19.532,15.318
2014,11,"AQUE",18.179,19.246,15.986
2014,11,"BULL",17.8448,18.889,15.199
2014,11,"CARP",18.624,19.365,18.01
2014,11,"GOLB",18.4583,19.365,17.082
2014,11,"IVEE",18.2413,19.294,16.344
2014,11,"MOHK",18.4974,19.436,16.344
2014,11,"NAPL",18.3873,19.698,16.892
2014,12,"ABUR",17.6192,18.628,15.843
2014,12,"AHND",17.5342,18.842,14.649
2014,12,"AQUE",17.4164,18.747,15.27
2014,12,"BULL",17.2522,18.438,15.318
2014,12,"CARP",17.5342,18.58,15.915
2014,12,"GOLB",17.5182,18.842,15.414
2014,12,"IVEE",17.5275,18.723,15.748
2014,12,"MOHK",17.6673,19.08,15.819
2014,12,"NAPL",17.7109,18.818,16.368
2015,1,"ABUR",16.1931,16.844,15.318
2015,1,"AHND",16.1486,16.606,15.414
2015,1,"AQUE",16.2248,16.749,15.7
2015,1,"BULL",16.1108,16.582,15.318
2015,1,"CARP",16.057,16.487,15.414
2015,1,"GOLB",16.0754,16.558,15.175
2015,1,"IVEE",16.0682,16.558,15.509
2015,1,"MOHK",16.179,16.558,15.342
2015,1,"NAPL",16.2363,16.749,15.843
2015,2,"ABUR",16.3564,17.011,15.891
2015,2,"BULL",16.0587,16.129,15.939
2015,2,"NAPL",16.2211,16.796,13.954
2015,3,"NAPL",14.812,15.605,13.497
