"Year","Month","Day","site","mean_temp_c","max_temp_c","min_temp_c"
2008,3,22,"GOLB",12.5602,13.71,11.48
2008,3,22,"IVEE",12.0198,13.19,11.31
2008,3,22,"MOHK",12.3544,13.38,11.41
2008,3,22,"NAPL",12.354,12.99,11.71
2008,3,22,"SCDI",11.2026,11.44,11.06
2008,3,22,"SCTW",11.9254,12.44,11.24
2008,3,23,"ABUR",12.2316,13.56,11.17
2008,3,23,"AHND",11.5179,12.61,11.02
2008,3,23,"AQUE",11.8258,12.94,11.36
2008,3,23,"BULL",11.6611,12.09,11.32
2008,3,23,"CARP",12.9014,13.64,12.5
2008,3,23,"GOLB",12.222,13.54,11.31
2008,3,23,"IVEE",12.0121,12.64,11.05
2008,3,23,"MOHK",12.4881,13.81,11.77
2008,3,23,"NAPL",12.1667,13.37,11.45
2008,3,23,"SCDI",11.3799,11.52,11.09
2008,3,23,"SCTW",11.7444,12.36,11.33
2008,3,24,"ABUR",11.8514,13.47,10.74
2008,3,24,"AHND",12.1684,13.81,11.36
2008,3,24,"AQUE",12.6666,14.31,11.53
2008,3,24,"BULL",11.7398,12.29,11.24
2008,3,24,"CARP",13.2582,14.24,12.41
2008,3,24,"GOLB",12.5786,13.71,11.66
2008,3,24,"IVEE",12.0985,12.81,11.13
2008,3,24,"MOHK",12.1692,13.47,11.07
2008,3,24,"NAPL",12.5765,13.42,11.83
2008,3,24,"SCDI",11.6666,11.96,11.39
2008,3,24,"SCTW",12.2133,13.12,11.58
2008,3,25,"ABUR",12.2228,13.47,11.26
2008,3,25,"AHND",12.1511,13.72,11.11
2008,3,25,"AQUE",12.595,14.31,11.53
2008,3,25,"BULL",11.4094,11.86,10.98
2008,3,25,"CARP",13.2274,14.59,12.16
2008,3,25,"GOLB",12.3931,13.71,11.14
2008,3,25,"IVEE",11.8161,12.98,11.05
2008,3,25,"MOHK",12.3804,14.07,11.41
2008,3,25,"NAPL",12.4793,13.16,11.74
2008,3,25,"SCDI",12.0295,12.98,11.39
2008,3,25,"SCTW",12.4262,12.87,11.42
2008,3,26,"ABUR",12.2832,13.73,11.52
2008,3,26,"AHND",12.0071,13.21,11.02
2008,3,26,"AQUE",12.8035,14.31,11.53
2008,3,26,"BULL",11.0576,11.77,10.64
2008,3,26,"CARP",13.2991,14.33,12.16
2008,3,26,"GOLB",12.7208,13.79,11.74
2008,3,26,"IVEE",12.2929,13.41,11.13
2008,3,26,"MOHK",12.6133,14.07,12.02
2008,3,26,"NAPL",12.4511,13.37,11.45
2008,3,26,"SCDI",12.5085,12.81,11.96
2008,3,26,"SCTW",12.7131,12.87,12.44
2008,3,27,"ABUR",11.9119,13.73,10.83
2008,3,27,"AHND",10.8729,11.28,9.95
2008,3,27,"AQUE",11.1498,11.64,10.08
2008,3,27,"BULL",10.8511,11.51,10.3
2008,3,27,"CARP",13.6583,14.16,12.67
2008,3,27,"GOLB",11.1733,13.71,9.6
2008,3,27,"IVEE",10.881,12.51,10.29
2008,3,27,"MOHK",12.3615,14.07,11.32
2008,3,27,"NAPL",11.751,13.42,10.47
2008,3,27,"SCDI",12.2227,12.47,11.92
2008,3,27,"SCTW",12.4544,12.87,12.27
2008,3,28,"ABUR",12.3959,13.31,11.08
2008,3,28,"AHND",10.4123,11.88,9.61
2008,3,28,"AQUE",10.6034,12.17,9.82
2008,3,28,"BULL",10.1965,10.92,9.78
2008,3,28,"CARP",13.6327,14.33,13.01
2008,3,28,"GOLB",11.6922,13.54,10.46
2008,3,28,"IVEE",11.6186,12.47,10.88
2008,3,28,"MOHK",12.7956,14.07,11.5
2008,3,28,"NAPL",11.6857,12.65,10.55
2008,3,28,"SCDI",11.9332,12.13,11.27
2008,3,28,"SCTW",12.2571,12.44,12.1
2008,3,29,"ABUR",11.851,13.22,10.99
2008,3,29,"AHND",10.7389,11.93,10.29
2008,3,29,"AQUE",11.0942,12.34,10.42
2008,3,29,"BULL",10.2652,10.83,9.78
2008,3,29,"CARP",13.6534,13.89,13.18
2008,3,29,"GOLB",11.7474,13.79,10.38
2008,3,29,"IVEE",11.6834,13.07,10.88
2008,3,29,"MOHK",12.5973,13.98,11.32
2008,3,29,"NAPL",11.9866,13.25,10.64
2008,3,29,"SCDI",11.2627,11.87,11.06
2008,3,29,"SCTW",11.9325,12.44,11.33
2008,3,30,"ABUR",12.1817,13.56,10.99
2008,3,30,"AHND",11.0392,12.18,10.68
2008,3,30,"AQUE",11.4459,11.99,10.76
2008,3,30,"BULL",10.5392,10.92,10.3
2008,3,30,"CARP",13.7028,14.24,13.18
2008,3,30,"GOLB",12.305,13.71,10.72
2008,3,30,"IVEE",12.1186,13.07,10.88
2008,3,30,"MOHK",12.9896,13.89,12.44
2008,3,30,"NAPL",12.0891,12.99,10.81
2008,3,30,"SCDI",11.1295,11.27,10.97
2008,3,30,"SCTW",11.6517,11.93,11.33
2008,3,31,"ABUR",11.2598,12.71,10.23
2008,3,31,"AHND",10.4028,11.32,9.99
2008,3,31,"AQUE",10.7457,12.17,10.33
2008,3,31,"BULL",10.5029,12.09,9.47
2008,3,31,"CARP",12.3083,14.24,11.13
2008,3,31,"GOLB",10.6836,12.77,9.52
2008,3,31,"IVEE",10.6655,12.55,10.21
2008,3,31,"MOHK",11.5604,12.7,10.48
2008,3,31,"NAPL",11.1137,12.14,10.3
2008,3,31,"SCDI",10.8277,10.92,10.63
2008,3,31,"SCTW",11.2135,11.67,10.74
2008,4,1,"ABUR",11.2553,12.53,10.41
2008,4,1,"AHND",10.658,12.14,9.27
2008,4,1,"AQUE",11.2256,12.08,10.51
2008,4,1,"BULL",10.3976,11.23,9.82
2008,4,1,"CARP",11.8323,13.81,10.87
2008,4,1,"GOLB",11.5327,13.03,10.63
2008,4,1,"IVEE",11.379,11.87,10.79
2008,4,1,"MOHK",11.3242,12.96,10.66
2008,4,1,"NAPL",11.5408,12.09,11.23
2008,4,1,"SCDI",10.7627,11.35,10.46
2008,4,1,"SCTW",11.1804,11.76,10.91
2008,4,2,"ABUR",11.5861,12.53,10.74
2008,4,2,"AHND",11.0694,11.97,10.21
2008,4,2,"AQUE",11.631,12.17,11.36
2008,4,2,"BULL",10.8203,11.4,10.33
2008,4,2,"CARP",12.3054,13.3,11.64
2008,4,2,"GOLB",11.4943,13.03,10.54
2008,4,2,"IVEE",11.5019,11.95,11.05
2008,4,2,"MOHK",11.8333,12.96,11.07
2008,4,2,"NAPL",11.7171,12.31,11.06
2008,4,2,"SCDI",11.5957,11.87,11.14
2008,4,2,"SCTW",11.595,12.27,11.33
2008,4,3,"ABUR",12.2872,12.62,11.78
2008,4,3,"AHND",11.6945,12.57,10.89
2008,4,3,"AQUE",12.0775,12.43,11.79
2008,4,3,"BULL",11.4254,12.26,10.58
2008,4,3,"CARP",12.8895,13.21,12.5
2008,4,3,"GOLB",11.9606,13.2,11.06
2008,4,3,"IVEE",11.9476,12.29,11.48
2008,4,3,"MOHK",12.4333,12.62,12.19
2008,4,3,"NAPL",12.0576,12.31,11.66
2008,4,3,"SCDI",11.8023,12.13,11.57
2008,4,3,"SCTW",11.9173,13.12,11.5
2008,4,4,"ABUR",12.1405,12.88,11.43
2008,4,4,"AHND",12.4076,13.25,11.32
2008,4,4,"AQUE",12.8873,13.45,12.22
2008,4,4,"BULL",11.7625,12.86,11.17
2008,4,4,"CARP",13.2478,13.64,12.67
2008,4,4,"GOLB",12.6205,13.54,11.83
2008,4,4,"IVEE",12.2139,12.81,11.22
2008,4,4,"MOHK",12.4071,12.87,11.85
2008,4,4,"NAPL",12.3053,13.08,11.49
2008,4,4,"SCDI",12.2047,12.64,11.44
2008,4,4,"SCTW",12.531,12.7,11.5
2008,4,5,"ABUR",12.0789,13.13,10.83
2008,4,5,"AHND",11.1907,13.17,9.95
2008,4,5,"AQUE",12.024,13.37,11.18
2008,4,5,"BULL",11.6955,12.94,10.49
2008,4,5,"CARP",13.2175,13.73,12.67
2008,4,5,"GOLB",12.3665,13.63,11.48
2008,4,5,"IVEE",12.1997,12.81,11.56
2008,4,5,"MOHK",12.5296,13.38,12.11
2008,4,5,"NAPL",12.4684,13.16,11.49
2008,4,5,"SCDI",12.2153,12.47,11.92
2008,4,5,"SCTW",12.4352,12.78,11.84
2008,4,6,"ABUR",12.5304,13.64,11.87
2008,4,6,"AHND",10.9893,12.82,9.61
2008,4,6,"AQUE",11.5834,13.11,10.67
2008,4,6,"BULL",10.5229,11.66,9.9
2008,4,6,"CARP",13.2393,13.89,12.67
2008,4,6,"GOLB",12.2019,13.11,11.22
2008,4,6,"IVEE",11.9294,12.81,11.22
2008,4,6,"MOHK",12.7212,13.38,11.94
2008,4,6,"NAPL",12.0084,12.91,11.23
2008,4,6,"SCDI",11.9404,12.13,11.66
2008,4,6,"SCTW",12.3146,12.87,12.02
2008,4,7,"ABUR",12.533,13.99,11.26
2008,4,7,"AHND",10.9637,12.66,9.53
2008,4,7,"AQUE",11.3991,12.77,10.51
2008,4,7,"BULL",10.4354,11.14,9.82
2008,4,7,"CARP",13.2511,13.98,12.5
2008,4,7,"GOLB",12.4551,13.63,11.22
2008,4,7,"IVEE",11.9229,12.89,11.48
2008,4,7,"MOHK",12.625,13.72,11.85
2008,4,7,"NAPL",11.9951,13.25,11.23
2008,4,7,"SCDI",11.8456,12.04,11.48
2008,4,7,"SCTW",12.239,12.87,11.93
2008,4,8,"ABUR",12.4656,13.99,10.99
2008,4,8,"AHND",10.49,12.82,9.53
2008,4,8,"AQUE",10.9521,12.52,10.42
2008,4,8,"BULL",10.2977,10.97,9.64
2008,4,8,"CARP",13.6278,14.24,13.01
2008,4,8,"GOLB",12.7929,13.97,11.39
2008,4,8,"IVEE",12.3999,13.07,11.31
2008,4,8,"MOHK",12.9042,13.89,11.77
2008,4,8,"NAPL",12.2482,13.42,11.49
2008,4,8,"SCDI",11.2572,11.7,11.06
2008,4,8,"SCTW",11.6533,12.36,11.24
2008,4,9,"ABUR",10.7951,12.89,9.89
2008,4,9,"AHND",9.97635,11.19,8.84
2008,4,9,"AQUE",10.5964,11.47,9.91
2008,4,9,"BULL",9.86417,10.72,9.13
2008,4,9,"CARP",12.6597,14.42,11.04
2008,4,9,"GOLB",11.0406,14.14,9.69
2008,4,9,"IVEE",10.9643,13.32,10.29
2008,4,9,"MOHK",11.2681,13.47,10.23
2008,4,9,"NAPL",11.1505,13.16,10.13
2008,4,9,"SCDI",11.117,11.27,10.54
2008,4,9,"SCTW",11.2696,11.58,11.08
2008,4,10,"ABUR",10.1025,10.99,9.46
2008,4,10,"AHND",9.0525,10.43,8.24
2008,4,10,"AQUE",9.54531,10.7,9.12
2008,4,10,"BULL",9.33385,10.38,8.62
2008,4,10,"CARP",11.1732,12.44,10.28
2008,4,10,"GOLB",9.61104,11.22,8.66
2008,4,10,"IVEE",9.77177,10.62,9.43
2008,4,10,"MOHK",10.3669,11.32,9.46
2008,4,10,"NAPL",9.84375,10.17,9.61
2008,4,10,"SCDI",10.5636,11.27,10.28
2008,4,10,"SCTW",11.0173,11.5,10.41
2008,4,11,"ABUR",10.5679,11.42,9.98
2008,4,11,"AHND",9.7301,11.11,8.76
2008,4,11,"AQUE",10.3211,11.21,9.56
2008,4,11,"BULL",9.43875,10.3,8.79
2008,4,11,"CARP",11.776,12.44,11.13
2008,4,11,"GOLB",10.367,11.66,9.52
2008,4,11,"IVEE",10.0403,10.67,9.52
2008,4,11,"MOHK",10.7719,11.85,10.15
2008,4,11,"NAPL",10.1202,10.68,9.61
2008,4,11,"SCDI",10.5271,10.67,10.28
2008,4,11,"SCTW",10.994,11.5,10.41
2008,4,12,"ABUR",11.0571,11.94,10.41
2008,4,12,"AHND",10.4086,12.06,9.36
2008,4,12,"AQUE",11.0279,12.26,10.33
2008,4,12,"BULL",10.2871,11.74,9.56
2008,4,12,"CARP",12.2871,12.96,11.64
2008,4,12,"GOLB",10.9697,12.09,10.21
2008,4,12,"IVEE",10.8431,11.44,10.29
2008,4,12,"MOHK",11.2258,12.87,10.48
2008,4,12,"NAPL",11.0383,11.62,10.55
2008,4,12,"SCDI",11.2885,12.13,10.54
2008,4,12,"SCTW",11.4733,12.53,10.91
2008,4,13,"ABUR",11.3396,12.36,10.15
2008,4,13,"AHND",11.0196,12.4,10.04
2008,4,13,"AQUE",11.8486,12.77,11.09
2008,4,13,"BULL",11.107,12.08,10.41
2008,4,13,"CARP",12.0767,13.13,11.21
2008,4,13,"GOLB",11.2998,12.26,10.46
2008,4,13,"IVEE",11.1554,11.35,10.96
2008,4,13,"MOHK",11.6365,12.7,11.07
2008,4,13,"NAPL",11.2559,11.49,11.06
2008,4,13,"SCDI",11.8621,12.73,11.35
2008,4,13,"SCTW",12.1527,12.87,11.67
2008,4,14,"ABUR",11.8884,13.99,10.49
2008,4,14,"AHND",11.3599,12.66,10.29
2008,4,14,"AQUE",11.8921,12.52,11.44
2008,4,14,"BULL",11.3497,12.34,10.41
2008,4,14,"CARP",12.2843,13.64,11.64
2008,4,14,"GOLB",11.8124,13.37,10.88
2008,4,14,"IVEE",11.2379,12.21,10.54
2008,4,14,"MOHK",12.2098,13.81,10.9
2008,4,14,"NAPL",11.3863,11.88,10.89
2008,4,14,"SCDI",12.2112,12.89,11.74
2008,4,14,"SCTW",12.7885,13.71,11.84
2008,4,15,"ABUR",11.8897,13.9,10.99
2008,4,15,"AHND",10.2267,12.23,9.27
2008,4,15,"AQUE",10.9351,13.54,10.25
2008,4,15,"BULL",10.4484,11.66,9.56
2008,4,15,"CARP",13.1638,13.64,12.16
2008,4,15,"GOLB",11.8646,13.88,9.87
2008,4,15,"IVEE",11.6352,13.41,10.79
2008,4,15,"MOHK",12.7267,14.24,11.5
2008,4,15,"NAPL",11.6176,12.39,10.38
2008,4,15,"SCDI",12.0882,12.38,11.83
2008,4,15,"SCTW",12.3967,12.87,12.19
2008,4,16,"ABUR",11.708,13.9,10.66
2008,4,16,"AHND",9.99906,11.97,8.93
2008,4,16,"AQUE",10.5248,12.39,9.99
2008,4,16,"BULL",9.68688,10.38,9.13
2008,4,16,"CARP",13.1611,13.89,12.58
2008,4,16,"GOLB",11.453,13.88,9.87
2008,4,16,"IVEE",11.534,13.32,10.29
2008,4,16,"MOHK",12.6933,14.41,11.85
2008,4,16,"NAPL",11.5913,13.25,10.13
2008,4,16,"SCDI",11.6669,12.13,11.09
2008,4,16,"SCTW",12.2196,12.87,11.93
2008,4,17,"ABUR",11.4298,12.71,10.66
2008,4,17,"AHND",11.4271,13.17,9.78
2008,4,17,"AQUE",12.0477,12.94,11.09
2008,4,17,"BULL",10.6082,12.94,9.56
2008,4,17,"CARP",12.947,13.64,12.24
2008,4,17,"GOLB",11.7167,13.97,10.38
2008,4,17,"IVEE",11.3421,12.55,10.71
2008,4,17,"MOHK",11.9052,12.7,10.98
2008,4,17,"NAPL",11.6489,12.86,10.72
2008,4,17,"SCDI",11.597,12.22,11.14
2008,4,17,"SCTW",12.1842,12.78,11.5
2008,4,18,"ABUR",11.4815,13.22,10.91
2008,4,18,"AHND",11.3629,13.68,9.61
2008,4,18,"AQUE",11.8671,13.71,10.93
2008,4,18,"BULL",12.4044,13.45,11.43
2008,4,18,"CARP",12.5933,13.64,12.16
2008,4,18,"GOLB",11.8141,14.49,10.29
2008,4,18,"IVEE",11.1341,12.64,10.46
2008,4,18,"MOHK",12.0233,13.04,11.15
2008,4,18,"NAPL",11.2165,13.08,10.81
2008,4,18,"SCDI",11.9728,12.87,11.22
2008,4,18,"SCTW",12.4577,13.54,11.24
2008,4,19,"ABUR",11.5865,12.88,10.83
2008,4,19,"AHND",11.5898,13.68,9.95
2008,4,19,"AQUE",12.2753,13.45,10.93
2008,4,19,"BULL",11.4935,13.53,10.16
2008,4,19,"CARP",11.9887,13.38,11.04
2008,4,19,"GOLB",12.0853,13.88,10.8
2008,4,19,"IVEE",11.4018,12.29,10.62
2008,4,19,"MOHK",12.1219,13.21,11.15
2008,4,19,"NAPL",11.7103,12.99,10.89
2008,4,19,"SCDI",12.027,12.73,11.39
2008,4,19,"SCTW",12.419,13.21,11.84
2008,4,20,"ABUR",11.5144,12.96,10.66
2008,4,20,"AHND",10.2157,12.82,8.84
2008,4,20,"AQUE",10.7609,12.34,9.99
2008,4,20,"BULL",10.311,10.89,9.73
2008,4,20,"CARP",11.6644,13.64,10.96
2008,4,20,"GOLB",10.7395,13.2,9.52
2008,4,20,"IVEE",10.6687,11.44,10.29
2008,4,20,"MOHK",11.8754,13.21,10.98
2008,4,20,"NAPL",11.1273,12.44,10.38
2008,4,20,"SCDI",11.9041,12.13,11.48
2008,4,20,"SCTW",11.8319,12.1,11.67
2008,4,21,"ABUR",11.4489,13.56,10.32
2008,4,21,"AHND",10.3645,12.4,9.18
2008,4,21,"AQUE",10.9102,11.91,10.25
2008,4,21,"BULL",9.95906,10.63,9.3
2008,4,21,"CARP",12.0354,12.96,11.38
2008,4,21,"GOLB",10.8705,12.68,9.69
2008,4,21,"IVEE",10.79,11.78,10.37
2008,4,21,"MOHK",12.0085,13.55,10.98
2008,4,21,"NAPL",11.3046,12.22,10.47
2008,4,21,"SCDI",11.6896,12.04,11.06
2008,4,21,"SCTW",11.8987,12.19,11.76
2008,4,22,"ABUR",11.5824,13.64,10.74
2008,4,22,"AHND",11.0403,13.34,9.61
2008,4,22,"AQUE",11.3575,12.52,10.67
2008,4,22,"BULL",10.3359,10.89,9.47
2008,4,22,"CARP",12.7481,13.56,12.24
2008,4,22,"GOLB",12.0697,13.37,10.63
2008,4,22,"IVEE",11.2871,12.03,10.88
2008,4,22,"MOHK",12.5556,13.47,11.77
2008,4,22,"NAPL",11.7456,12.74,10.81
2008,4,22,"SCDI",11.669,11.87,11.27
2008,4,22,"SCTW",11.8542,12.19,11.42
2008,4,23,"ABUR",11.7513,13.64,10.57
2008,4,23,"AHND",10.4533,12.74,9.36
2008,4,23,"AQUE",10.9349,12.77,10.25
2008,4,23,"BULL",10.5939,11.4,9.99
2008,4,23,"CARP",13.3897,14.42,12.58
2008,4,23,"GOLB",11.4105,13.54,9.87
2008,4,23,"IVEE",11.4004,13.15,10.62
2008,4,23,"MOHK",12.2771,14.07,11.07
2008,4,23,"NAPL",12.0661,13.16,10.72
2008,4,23,"SCDI",11.0336,11.7,10.63
2008,4,23,"SCTW",11.5448,12.1,10.99
2008,4,24,"ABUR",11.6125,13.9,10.41
2008,4,24,"AHND",9.98187,10.69,9.27
2008,4,24,"AQUE",10.4081,10.53,10.16
2008,4,24,"BULL",9.9925,10.81,9.38
2008,4,24,"CARP",13.0184,14.59,11.82
2008,4,24,"GOLB",10.8669,13.28,9.52
2008,4,24,"IVEE",10.9621,13.15,10.21
2008,4,24,"MOHK",11.9383,13.89,10.73
2008,4,24,"NAPL",11.4482,12.74,10.3
2008,4,24,"SCDI",10.7919,10.92,10.54
2008,4,24,"SCTW",10.9838,11.42,10.83
2008,4,25,"ABUR",12.4848,13.47,11.08
2008,4,25,"AHND",10.4771,12.48,9.36
2008,4,25,"AQUE",10.9944,12.08,10.25
2008,4,25,"BULL",9.70188,10.38,9.21
2008,4,25,"CARP",13.2559,14.07,12.33
2008,4,25,"GOLB",11.978,13.79,10.21
2008,4,25,"IVEE",11.3491,11.78,10.79
2008,4,25,"MOHK",12.7402,13.55,11.5
2008,4,25,"NAPL",11.4748,12.05,10.89
2008,4,25,"SCDI",10.9364,11.27,10.63
2008,4,25,"SCTW",11.1092,11.67,10.91
2008,4,26,"ABUR",12.8439,14.16,11.08
2008,4,26,"AHND",11.4132,14.02,9.87
2008,4,26,"AQUE",11.9201,12.52,11.53
2008,4,26,"BULL",10.469,11.48,9.82
2008,4,26,"CARP",13.24,14.33,12.07
2008,4,26,"GOLB",12.8599,14.4,11.57
2008,4,26,"IVEE",11.9633,12.81,11.48
2008,4,26,"MOHK",13.3525,14.15,11.59
2008,4,26,"NAPL",11.3879,12.01,10.98
2008,4,26,"SCDI",11.1835,11.52,10.58
2008,4,26,"SCTW",11.9,12.78,10.99
2008,4,27,"ABUR",12.7946,14.24,11.17
2008,4,27,"AHND",12.8967,14.36,10.98
2008,4,27,"AQUE",13.0831,14.06,11.79
2008,4,27,"BULL",11.537,13.87,10.16
2008,4,27,"CARP",13.1175,13.89,12.27
2008,4,27,"GOLB",13.4944,14.57,11.57
2008,4,27,"IVEE",12.4918,13.32,11.73
2008,4,27,"MOHK",13.09,14.24,11.32
2008,4,27,"NAPL",11.5999,12.82,10.89
2008,4,27,"SCDI",11.3259,11.74,10.8
2008,4,27,"SCTW",12.1804,13.21,11.16
2008,4,28,"ABUR",11.8009,13.39,10.99
2008,4,28,"AHND",11.9729,15.06,9.87
2008,4,28,"AQUE",12.3669,14.31,11.44
2008,4,28,"BULL",13.1807,14.04,11.17
2008,4,28,"CARP",12.7784,14.59,12.07
2008,4,28,"GOLB",12.2781,14.92,11.14
2008,4,28,"IVEE",11.7053,13.74,10.71
2008,4,28,"MOHK",12.2737,13.72,11.41
2008,4,28,"NAPL",11.876,13.79,10.72
2008,4,28,"SCDI",11.8736,12.38,11.39
2008,4,28,"SCTW",12.6542,13.71,11.5
2008,4,29,"ABUR",12.0228,14.33,10.91
2008,4,29,"AHND",10.8233,12.23,9.69
2008,4,29,"AQUE",11.956,13.62,11.09
2008,4,29,"BULL",11.1806,12.86,10.07
2008,4,29,"CARP",13.0408,14.68,11.82
2008,4,29,"GOLB",12.7147,15.01,11.14
2008,4,29,"IVEE",11.7277,13.58,10.79
2008,4,29,"MOHK",12.8262,14.5,11.85
2008,4,29,"NAPL",12.357,13.96,11.28
2008,4,29,"SCDI",12.184,12.81,11.83
2008,4,29,"SCTW",13.0038,13.8,12.27
2008,4,30,"ABUR",12.6469,15.54,10.99
2008,4,30,"AHND",9.89177,11.11,9.01
2008,4,30,"AQUE",10.4985,11.56,9.99
2008,4,30,"BULL",10.1851,11.32,9.04
2008,4,30,"CARP",14.3045,15.03,13.52
2008,4,30,"GOLB",11.9928,15.26,9.43
2008,4,30,"IVEE",11.2366,13.58,10.46
2008,4,30,"MOHK",13.8748,15.1,12.36
2008,4,30,"NAPL",11.8232,14.19,10.38
2008,4,30,"SCDI",11.7951,12.13,11.22
2008,4,30,"SCTW",12.169,12.44,11.93
2008,5,1,"ABUR",12.4858,15.4,11.26
2008,5,1,"AHND",9.7525,10.94,8.93
2008,5,1,"AQUE",10.2753,10.7,9.99
2008,5,1,"BULL",9.43896,10.97,8.79
2008,5,1,"CARP",13.3701,14.94,11.99
2008,5,1,"GOLB",12.9715,15.43,10.54
2008,5,1,"IVEE",11.5374,13.02,10.79
2008,5,1,"MOHK",13.5862,15.44,12.53
2008,5,1,"NAPL",11.3828,13.03,10.38
2008,5,1,"SCDI",11.1707,11.66,10.37
2008,5,1,"SCTW",11.9927,12.7,11.58
2008,5,2,"ABUR",12.144,13.73,10.83
2008,5,2,"AHND",12.2604,14.19,10.21
2008,5,2,"AQUE",12.5049,13.79,10.7
2008,5,2,"BULL",11.2033,13.96,9.99
2008,5,2,"CARP",13.7843,14.54,13.13
2008,5,2,"GOLB",12.8084,15.01,10.8
2008,5,2,"IVEE",11.6202,12.59,10.71
2008,5,2,"MOHK",12.8369,14.07,11.59
2008,5,2,"NAPL",12.1933,13.76,10.98
2008,5,2,"SCDI",10.9822,11.61,10.28
2008,5,2,"SCTW",11.8617,12.87,10.91
2008,5,3,"ABUR",12.4081,14.5,11.17
2008,5,3,"AHND",12.2163,14.27,10.21
2008,5,3,"AQUE",12.633,14.02,11.36
2008,5,3,"BULL",11.9424,13.96,9.99
2008,5,3,"CARP",13.2905,14.51,12.58
2008,5,3,"GOLB",12.8608,15.26,11.22
2008,5,3,"IVEE",12.2185,13.41,10.96
2008,5,3,"MOHK",13.1446,14.32,12.11
2008,5,3,"NAPL",12.0708,12.91,10.89
2008,5,3,"SCDI",11.4828,12.13,11.14
2008,5,3,"SCTW",11.6294,12.27,11.24
2008,5,4,"ABUR",12.2688,13.56,11.17
2008,5,4,"AHND",12.4198,14.53,10.89
2008,5,4,"AQUE",12.9566,14.49,12.22
2008,5,4,"BULL",11.4132,12.77,10.33
2008,5,4,"CARP",12.9236,14.72,11.9
2008,5,4,"GOLB",13.1444,14.57,11.66
2008,5,4,"IVEE",12.0679,12.98,11.05
2008,5,4,"MOHK",12.6021,14.15,11.32
2008,5,4,"NAPL",12.3301,13.68,10.89
2008,5,4,"SCDI",11.5276,11.83,11.31
2008,5,4,"SCTW",11.8179,12.19,11.42
2008,5,5,"ABUR",12.494,13.31,11.08
2008,5,5,"AHND",12.4267,13.34,11.32
2008,5,5,"AQUE",13.2264,13.88,12.65
2008,5,5,"BULL",11.6502,13.11,10.58
2008,5,5,"CARP",13.0962,14.68,12.41
2008,5,5,"GOLB",12.8244,13.63,11.92
2008,5,5,"IVEE",12.2676,12.89,11.31
2008,5,5,"MOHK",12.7996,13.55,12.02
2008,5,5,"NAPL",12.2519,12.99,11.32
2008,5,5,"SCDI",11.6108,11.87,10.88
2008,5,5,"SCTW",11.9302,12.27,11.67
2008,5,6,"ABUR",13.0527,13.82,12.19
2008,5,6,"AHND",11.8511,14.53,10.29
2008,5,6,"AQUE",12.4457,13.62,11.44
2008,5,6,"BULL",11.9723,13.53,10.92
2008,5,6,"CARP",13.4018,14.24,12.58
2008,5,6,"GOLB",12.6826,13.97,11.57
2008,5,6,"IVEE",12.2221,13.58,11.31
2008,5,6,"MOHK",13.4604,13.98,12.19
2008,5,6,"NAPL",12.2079,13.25,11.23
2008,5,6,"SCDI",11.589,11.96,11.01
2008,5,6,"SCTW",12.1172,12.68,11.65
2008,5,7,"ABUR",13.4868,14.41,12.64
2008,5,7,"AHND",12.9192,14.71,11.32
2008,5,7,"AQUE",13.4281,14.31,12.82
2008,5,7,"BULL",12.9403,13.96,11.61
2008,5,7,"CARP",14.0996,14.68,12.75
2008,5,7,"GOLB",13.3614,14.14,12.44
2008,5,7,"IVEE",12.6773,13.58,11.99
2008,5,7,"MOHK",13.6227,14.32,12.87
2008,5,7,"NAPL",12.1285,13.16,11.06
2008,5,7,"SCDI",11.785,12.09,11.32
2008,5,7,"SCTW",12.3065,12.68,12
2008,5,8,"ABUR",12.9507,13.73,12.47
2008,5,8,"AHND",11.6832,14.53,10.04
2008,5,8,"AQUE",12.0266,13.68,11.18
2008,5,8,"BULL",11.3431,13.45,9.73
2008,5,8,"CARP",13.1331,13.73,12.5
2008,5,8,"GOLB",12.9765,14.06,12.01
2008,5,8,"IVEE",12.7591,13.49,12.26
2008,5,8,"MOHK",13.1569,13.81,12.53
2008,5,8,"NAPL",12.8334,14.11,11.92
2008,5,8,"SCDI",11.7127,12.09,11.32
2008,5,8,"SCTW",11.9865,12.51,11.48
2008,5,9,"ABUR",12.7472,13.56,11.94
2008,5,9,"AHND",12.9606,14.62,11.23
2008,5,9,"AQUE",13.448,14.31,12.14
2008,5,9,"BULL",12.1046,13.7,10.83
2008,5,9,"CARP",13.3484,14.68,12.41
2008,5,9,"GOLB",13.0375,14.06,12.09
2008,5,9,"IVEE",13.109,13.83,12.43
2008,5,9,"MOHK",13.0521,14.41,12.11
2008,5,9,"NAPL",13.4936,14.27,12.27
2008,5,9,"SCDI",11.8729,12.44,11.58
2008,5,9,"SCTW",12.1242,12.42,11.57
2008,5,10,"ABUR",12.3851,13.39,11.51
2008,5,10,"AHND",12.3281,14.71,10.89
2008,5,10,"AQUE",12.9584,14.4,12.05
2008,5,10,"BULL",12.1901,14.13,10.92
2008,5,10,"CARP",13.301,13.81,12.5
2008,5,10,"GOLB",12.6728,14.06,11.31
2008,5,10,"IVEE",12.5862,13.15,12.08
2008,5,10,"MOHK",12.8656,13.64,11.94
2008,5,10,"NAPL",13.1391,14.27,12.35
2008,5,10,"SCDI",12.4885,13.3,11.49
